RESPNUM;CCGID;RUNID;INTDATE;DAY;GATE;BAREA;STRATA;PEAK;METH;SAQ;AIRLINE;DESTINATION;FLIGHT;AIRLINE_CODE;DEST_CODE;DESTGEO;DESTMARK;ARRTIME;DEPTIME;HOWLONG;Q2PURP1;Q2PURP2;Q2PURP3;Q3GETTO1;Q3GETTO2;Q3GETTO3;Q3PARK;Q4BAGS;Q4STORE;Q4FOOD;Q4WIFI;Q5TIMESFLOWN;Q5FIRSTTIME;Q6LONGUSE;Q7ART;Q7FOOD;Q7STORE;Q7SIGN;Q7WALKWAY;Q7SCREENS;Q7INFODOWN;Q7INFOUP;Q7WIFI;Q7ROADS;Q7PARK;Q7AIRTRAIN;Q7LTPARKING;Q7RENTAL;Q7ALL;Q8-1;Q8-2;Q8-3;Q8-4;Q8-5;Q8-6;Q9Boarding;Q9AirTrain;Q9Rental;Q9Food;Q9Restroom;Q9All;Q9-1;Q9-2;Q9-3;Q10Safe;Q10-1;Q10-2;Q10-3;Q11TSAPRE;Q12PRECHECKRATE;Q12-1;Q12-2;Q12-3;Q13COUNTY;Q13GETRATE;Q14FIND ;Q14PASSTHRU;Q15PROBLEM;Q15A;Q15-1;Q15-2;Q15-3;NETPRO  ;Q17LIVE;Q18CITY;Q18COUNTY;Q18STATE;Q18ZIP;Q18COUNTRY;HOME;Q19Clear;Q20Age;Q21Gender;Q22Income;Q23FLY;Q24SJC;Q24OAK;LANG;WEIGHT
2940;2176;185;18;6;97;G;3;3;1;2;TURKISH AIRLINES;ISTANBUL;80;29;27;7;4;N;18:15:00;N;1;;;1;;;1;0;1;0;0;1;1;4;0;0;0;0;0;0;0;0;5;0;0;0;0;0;BLANK;1;;;;;;0;0;4;0;4;0;0;;;3;0;;;0;;;;;2;5;0;0;0;;;;;10;1;;;;;US;90;2;4;0;0;0;0;1;1;0,6704842
261;2521;184;18;6;101;G;2;3;1;2;AIR CANADA;TORONTO;750;3;70;4;4;3:00 PM;16:55:00;115;1;;;5;;;;2;2;2;2;3;1;2;6;6;4;4;3;3;6;6;6;6;6;3;6;6;4;64;22;;;;;5;5;6;6;5;5;0;;;5;2;1;;2;;;;;5;5;5;4;0;;;;;10;3;TORONTO;;;;CANADA;13;2;2;2;2;2;2;2;1;0,3461202
2825;629;621;29;3;84;F;1;2;1;2;UNITED;BURBANK;5920;30;9;1;1;6:00 AM;07:33:00;93;1;;;5;;;;0;0;1;1;5;1;4;4;5;5;5;5;5;5;5;5;5;5;3;3;3;5;17;;;;;;5;5;5;5;5;5;0;;;5;0;;;2;;;;;5;5;5;5;0;;;;;10;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94123;US;5;2;4;1;4;1;1;1;1;1,4869248
281;2541;57;3;5;90;F;3;2;1;2;UNITED;BALTIMORE;1153;30;6;2;2;8:30 PM;21:44:00;74;2;;;3;;;;2;2;2;2;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BLANK;0;;;;;;0;0;0;0;0;0;0;;;0;0;;;0;;;;;11;0;0;0;0;;;;;10;3;RIVA;ANNE ARUNDEL COUNTY;MD;21140;US;12;0;0;1;0;2;2;2;1;1,4869248
536;2378;648;31;5;50;D;2;3;1;2;ALASKA;PUERTO VALLARTA;1272;7;51;4;1;8:30 AM;11:00:00;150;2;;;2;;;;1;0;0;0;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BLANK;0;;;;;;0;0;0;0;0;0;0;;;0;0;;;0;;;;;0;0;0;0;0;;;;;10;2;;;;;US;91;2;4;2;2;1;1;0;2;1,1063322
2440;888;530;16;4;98;G;3;3;1;2;AIR NEW ZEALAND;AUCKLAND;7;6;3;9;2;5:00 PM;21:40:00;280;2;;;3;;;;0;1;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BLANK;0;;;;;;0;0;0;0;0;0;0;;;0;0;;;0;;;;;11;0;0;0;0;;;;;10;3;MELBOURNE;;;;AUSTRALIA;19;2;6;2;2;2;2;2;1;0,6704842
2839;542;5;1;3;87;F;2;1;1;2;UNITED;CHICAGO-O'HARE;794;30;12;3;4;8:00 AM;12:10:00;250;2;;;2;;;;1;1;1;2;3;1;4;5;3;3;4;4;4;3;3;3;5;5;0;0;0;4;0;;;;;;0;0;0;0;0;0;0;;;0;0;;;0;;;;;9;0;0;0;0;;;;;10;1;PETALUMA;SONOMA COUNTY;CA;94952;US;9;2;0;0;0;0;0;0;1;1,4869248
3211;2287;605;22;3;84;F;3;2;1;2;UNITED;SANTA BARBARA;5584;30;61;1;1;4:10 PM;20:20:00;250;2;;;3;;;;0;0;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BLANK;0;;;;;;0;0;0;0;0;0;0;;;0;0;;;0;;;;;11;0;0;0;0;;;;;10;3;GOLETA;SANTA BARBARA COUNTY;CA;93117;US;10;2;3;1;1;2;2;2;1;1,4869248
793;1602;130;13;1;54;D;1;1;1;2;ALASKA;BALTIMORE;1126;7;6;2;2;6:20 AM;09:05:00;165;2;;;9;;;;1;1;1;2;1;2;1;3;2;2;5;5;5;4;4;6;5;6;4;6;5;3;0;;;;;;5;5;5;4;4;4;0;;;4;0;;;1;5;0;;;11;0;5;5;0;;;;;10;3;BALTIMORE;BALTIMORE CITY;MD;21206;US;12;0;6;1;2;3;2;0;1;1,1063322
2860;517;902;1;3;72;F;3;2;1;2;UNITED;SEATTLE;2161;30;62;1;4;4:45 PM;17:37:00;52;2;;;3;;;;2;2;2;2;1;1;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;BLANK;0;;;;;;6;6;6;6;6;6;0;;;0;0;;;2;;;;;11;0;5;6;0;;;;;10;3;EVERETT;SNOHOMISH COUNTY;WA;98213;US;10;2;5;2;4;3;2;2;1;1,4869248
2399;271;31;2;4;99;G;1;3;1;2;UNITED INTL;BEIJING;888;31;7;8;4;7:30 AM;10:45:00;195;2;;;1;;;0;2;1;1;2;2;1;4;5;3;4;5;5;5;0;0;0;4;5;0;0;0;5;0;;;;;;5;0;0;5;5;5;0;;;3;0;;;0;;;;;7;4;0;0;0;;;;;10;0;;;;;;99;2;5;1;4;2;1;0;1;1,4869248
1245;144;49;3;5;7;A;2;3;1;2;CHINA EASTERN;SHANGHAI;590;13;64;8;4;9:20 AM;12:00:00;160;3;;;1;;;2;1;0;0;0;1;1;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;;;;;;5;5;5;5;5;5;0;;;0;0;;;0;;;;;5;0;0;0;0;;;;;10;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94122;US;5;2;6;1;1;2;2;2;1;0,6704842
2146;727;532;16;4;22;B;3;2;1;2;FRONTIER;DENVER;668;19;14;1;4;N;17:33:00;N;3;;;4;;;;1;0;0;0;3;1;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;BLANK;0;;;;;;6;6;6;6;6;6;0;;;5;0;;;0;;;;;0;0;0;0;0;;;;;10;3;DENVER;DENVER COUNTY;CO;80216;US;10;0;5;0;1;2;0;0;1;0,2080380
2337;904;160;15;3;43;C;2;1;1;2;DELTA;MINNEAPOLIS-ST. PAUL;756;16;38;3;4;9:30 AM;11:05:00;95;3;;;6;;;;1;2;2;2;3;1;4;6;3;3;4;4;4;6;6;0;6;6;5;6;6;BLANK;0;;;;;;5;5;4;4;5;5;0;;;5;0;;;1;5;0;;;2;5;5;5;0;;;;;10;3;HAMEL;HENNEPIN COUNTY;MN;55340;US;11;0;6;1;4;2;2;2;1;1,1789461
2505;956;905;11;6;67;E;2;2;1;2;UNITED;CHICAGO-O'HARE;268;30;12;3;4;11:15 AM;14:19:00;184;4;;;3;;;;0;1;1;0;2;1;1;5;5;5;5;5;5;5;5;5;6;6;6;6;6;5;0;;;;;;5;5;5;5;5;5;0;;;5;0;;;0;;;;;11;0;0;0;0;;;;;10;3;HIGHLAND PARK;LAKE COUNTY;IL;60035;US;11;2;2;1;4;2;2;2;1;1,4869248
2580;1175;117;12;7;6;A;1;3;1;2;INTERJET;GUADALAJARA;821;21;22;4;2;8:30 AM;10:45:00;135;2;;;9;;;;1;2;2;1;1;2;1;6;3;3;4;5;4;6;5;5;5;6;5;6;4;5;1;;;;;;5;5;5;6;3;5;0;;;5;0;;;2;;;;;5;5;6;5;1;EN MOSTRADOR INDICARON QUE EL VUELO SE ABORDABA EN LAS PUERTA A2 Y ERA EN LA PUERTA A13.;1;;;10;3;GDL;;;;MEXICO;13;2;6;1;4;3;2;2;2;3,8875283
198;2251;610;23;4;45;D;3;2;1;2;AMERICAN;LOS ANGELES;6026;8;34;1;4;5:30 PM;19:10:00;100;1;;;1;;;0;2;2;2;2;6;1;3;3;2;2;3;1;4;3;3;4;1;2;4;6;6;4;58;;;;;;3;4;6;4;4;4;0;;;4;0;;;2;;;;;7;3;3;3;1;TICKET COUNTER WAS FAR FROM WHERE SECURITY IS FOR AMERICAN AIRLINES;2;;;10;1;SAN JOSE;SANTA CLARA COUNTY;CA;95124;US;7;2;3;1;3;1;1;2;1;1,0611394
2474;969;907;11;6;2;A;3;2;1;2;ALASKA;SALT LAKE CITY;744;7;55;1;2;3:40 PM;19:30:00;230;2;;;3;;;;1;2;2;2;2;1;3;5;1;1;4;4;5;4;4;3;4;4;4;4;4;3;103;14;;;;;5;5;5;0;4;4;0;;;4;4;;;2;;;;;11;0;5;3;1;HAD TO GO BACK AND FORTH FROM ONE TERMINAL TO THE OTHER BECAUSE ALASKA HAS GATES IN BOTH TERMINALS AND CODE-SHARING ISSUES.;2;;;10;3;SANDY;SALT LAKE COUNTY;UT;84094;US;10;2;4;2;4;2;2;2;1;1,1063322
2506;977;907;11;6;2;A;3;2;1;2;ALASKA;SALT LAKE CITY;744;7;55;1;2;3:30 PM;19:30:00;240;2;;;3;;;;2;1;1;1;4;1;2;4;4;4;5;4;3;6;6;4;4;4;4;6;6;5;103;;;;;;5;0;0;0;0;0;0;;;5;0;;;2;;;;;5;0;3;2;1;INTERNATIONAL FLIGHT CONNECTION DIRECTIONS.;3;;;10;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94105;US;5;2;2;2;4;2;1;1;1;1,1063322
2349;243;904;2;4;72;F;2;2;1;2;UNITED;AUSTIN;1889;30;4;3;2;1:45 PM;16:45:00;180;1;;;5;;;;1;1;1;1;1;1;3;5;4;5;3;5;5;6;6;5;5;6;6;6;6;5;52;;;;;;5;6;6;5;5;5;0;;;5;11;;;1;5;1;;;5;5;3;5;1;GOT A LITTLE TURNED AROUND AND TOOK A WHILE TO FIND A GOOD RESTAURANT;5;;;10;3;AUSTIN;TRAVIS COUNTY;TX;78744;US;11;2;3;2;3;2;2;2;1;1,4869248
2651;1162;118;12;7;11;A;2;1;1;2;JETBLUE;BOSTON;334;22;8;2;3;9:00 AM;11:42:00;162;3;;;5;;;;1;1;1;2;2;1;2;5;5;5;5;5;5;6;6;6;6;6;6;6;6;5;992;;;;;;5;6;6;5;3;4;0;;;5;1;;;2;;;;;5;5;4;4;1;JUST A BIT CONFUSED WITH MENU PROMPT;5;;;10;3;EVERETT;MIDDLESEX COUNTY;MA;2149;US;12;2;6;2;2;2;2;2;1;0,6704842
3216;2062;168;17;5;45;D;1;2;1;2;AMERICAN;LOS ANGELES;6018;8;34;1;4;3:00 AM;07:00:00;240;3;;;5;;;;1;1;1;1;3;1;1;3;4;3;5;4;5;5;5;4;6;6;6;6;6;4;151;;;;;;5;6;6;5;5;0;1;;;5;16;;;2;;;;;5;5;4;5;1;COULDN'T FIND GATE FOR A MOMENT BC SIGN WAS BY SECURITY.;5;;;10;3;CARDIFF;;;;UNITED KINGDOM;15;0;2;1;1;2;2;2;1;1,0611394
3164;2046;167;17;5;57;D;1;2;1;2;AMERICAN;DALLAS-FT. WORTH;1454;8;13;3;4;4:00 AM;06:00:00;120;3;;;1;;;0;1;0;1;2;3;1;4;4;5;6;5;5;5;5;5;6;5;5;4;4;4;4;10;802;;;;;5;5;4;5;5;5;0;;;5;16;;;2;;;;;1;5;5;5;1;WE GOT HERE EARLY BUT THEY DON'T OPEN UNTIL 4:30, THAT COULD BE EARLIER, THEY CAN OPEN EARLIER;11;;;10;1;OAKLAND;ALAMEDA COUNTY;CA;94621;US;1;1;7;2;1;2;2;1;1;1,0611394
1261;152;49;3;5;7;A;2;3;1;2;CHINA EASTERN;SHANGHAI;590;13;64;8;4;8:45 AM;12:00:00;195;3;;;5;;;;2;2;1;2;4;1;2;4;4;3;2;4;4;5;5;3;3;3;5;5;5;4;76;;;;;;5;5;5;5;4;5;0;;;5;16;;;2;;;;;1;5;5;5;1;CAN'T PURCHASE LOTION.;11;;;10;3;SAINT LOUIS;ST. LOUIS CITY;MO;63112;US;11;2;2;2;3;3;1;1;1;0,6704842
2887;1741;205;20;1;7;A;3;3;1;2;WOW;REYKJAVIK;162;33;54;6;1;3:30 PM;18:55:00;205;2;3;;2;;;;2;2;1;1;1;2;1;3;2;5;5;5;5;5;5;5;5;6;6;6;6;3;102;801;;;;;5;0;6;5;5;5;0;;;5;1;;;2;;;;;36;4;5;5;1;FINDING GOOD FOOD OPTIONS.;13;;;10;2;;;;;US;91;2;2;2;1;2;2;2;1;0,6088813
1528;379;30;2;4;12;A;2;1;1;2;JETBLUE;NEW YORK-JFK;416;22;42;2;4;10:00 AM;11:41:00;101;3;;;5;;;;1;1;2;1;4;1;2;2;2;3;4;3;3;6;6;5;4;4;4;6;3;3;31;102;;;;;3;3;3;3;3;3;0;;;5;0;;;1;5;0;;;5;5;5;5;1;NO BAGS FOR TO GO FOOD AT GOTTS;13;;;10;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94131;US;5;0;7;1;3;2;2;1;1;0,6704842
781;2219;612;23;4;45;D;3;2;1;2;AMERICAN;LOS ANGELES;6027;8;34;1;4;6:00 PM;20:40:00;160;3;;;6;;;;2;2;2;1;3;1;2;5;2;2;3;3;4;1;1;1;3;6;4;6;6;5;102;11;;;;;3;3;6;0;5;4;0;;;4;16;;;2;;;;;1;4;5;5;1;NO WIFI;21;;;10;1;BERKELEY;ALAMEDA COUNTY;CA;94710;US;1;2;4;2;1;2;0;1;1;1,0611394
348;2145;182;18;6;101;G;2;3;1;2;LUFTHANSA;FRANKFURT;455;24;20;6;4;11:00 AM;15:00:00;240;2;;;2;;;;1;2;1;2;3;1;3;4;3;3;4;4;4;6;6;6;3;4;6;2;6;4;17;;;;;;3;6;6;4;2;3;0;;;5;16;;;2;;;;;5;5;5;5;1;BOARDING AREA SEATS EXTREMELY DIRTY.;27;;;10;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94117;US;5;0;4;1;4;2;2;1;1;0,3607733
1699;1978;206;20;1;6;A;3;3;1;2;AIR FRANCE/KLM;PARIS-DE GAULLE;85;5;47;6;4;6:00 PM;20:30:00;150;2;;;2;;;;1;2;1;1;3;1;2;4;4;4;4;4;3;6;4;4;6;6;6;6;6;4;0;;;;;;5;6;6;4;6;4;0;;;3;10;;;1;5;2;1;;2;2;5;4;1;FORGOT I HAD LIQUIDS, STOPPED ME;31;;;10;1;HERCULES;CONTRA COSTA COUNTY;CA;94547;US;2;2;5;2;3;2;2;1;1;0,2863575
646;1529;517;15;3;50;D;3;2;1;2;ALASKA;WASHINGTON,DC-DULLES;1090;7;72;2;2;6:45 PM;21:05:00;140;1;;;9;;;;1;0;1;0;1;1;2;4;4;4;4;3;3;4;4;6;4;4;5;4;3;5;74;;;;;;5;5;3;5;5;5;0;;;3;5;;;2;;;;;4;4;5;5;1;SECURITY LINE WAS VERY LONG AND DIDN'T MOVE UNTIL THEY OPENED A NEW LINE.;32;;;10;3;WASHINGTON;DISTRICT OF COLUMBIA;DC;20037;US;12;2;3;1;4;2;2;2;1;1,1063322
2970;2192;614;23;4;58;D;3;2;1;2;AMERICAN;CHARLOTTE;1799;8;11;2;4;8:30 PM;22:15:00;105;1;;;5;;;;2;1;1;2;3;2;2;5;4;3;3;4;4;4;4;6;2;6;6;6;6;4;202;52;;;;;3;6;6;4;3;4;0;;;5;16;;;3;;;;;6;4;2;3;1;SECURITY LINES ARE ALWAYS WAY TOO LONG.;32;;;10;3;CHARLOTTE;MECKLENBURG COUNTY;NC;28203;US;12;2;3;2;4;2;1;2;1;1,0611394
3188;2035;210;20;1;6;A;1;3;1;2;CATHAY PACIFIC;HONG KONG;873;12;23;8;4;10:00 PM;00:30:00;150;1;;;2;;;;2;2;1;2;2;1;3;5;4;4;4;4;4;3;3;3;4;4;6;6;6;4;201;;;;;;3;6;6;6;4;4;0;;;4;0;;;1;5;21;;;1;5;5;4;1;SEE ABOVE (LONG LINE);32;;;10;1;BERKELEY;ALAMEDA COUNTY;CA;94702;US;1;2;4;2;3;2;2;1;1;0,3191648
1430;420;636;30;4;60;E;1;1;1;2;UNITED;LAS VEGAS;358;30;31;1;4;9:30 AM;10:52:00;82;1;;;6;;;;2;2;1;1;5;1;3;5;5;5;5;5;5;6;6;5;3;4;5;5;3;5;0;;;;;;5;5;5;5;5;5;0;;;4;0;;;1;5;0;;;5;5;5;5;1;NO TSA PRE-CHECK SIGN BY SECURITY ACCESS. ONLY A CLEAR SIGN.;32;;;10;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94104;US;5;2;5;1;3;2;2;1;1;1,4869248
629;1521;517;15;3;50;D;3;2;1;2;ALASKA;WASHINGTON,DC-DULLES;1090;7;72;2;2;6:45 PM;21:05:00;140;1;;;5;;;;1;1;1;2;3;1;4;5;4;4;5;6;5;6;6;6;4;6;6;6;6;4;202;203;;;;;4;6;6;4;4;4;0;;;5;5;8;;2;;;;;5;5;5;3;1;"NOT A ""PROBLEM"" BUT SLOW 1 LANE TSA.";32;;;10;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94122;US;5;2;3;2;3;2;2;2;1;1,1063322
1568;293;33;2;4;95;G;2;3;1;2;UNITED INTL;HONG KONG;869;31;23;8;4;10:30 AM;13:00:00;150;2;;;6;;;;1;2;1;2;4;1;2;5;4;3;4;5;4;4;4;5;5;6;4;6;6;4;0;;;;;;5;5;5;5;5;5;0;;;5;0;;;0;;;;;5;5;5;5;1;HOLD UP AT SECURITY DUE TO EMPLOYEES BEING CONFUSED WITH DIRECTIONS FROM MANAGER.;32;;;10;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94109;US;5;2;3;1;2;2;1;1;1;1,4869248
2966;2190;614;23;4;58;D;3;2;1;2;AMERICAN;CHARLOTTE;1799;8;11;2;4;8:30 PM;22:15:00;105;2;;;9;;;;2;2;1;2;1;2;1;4;4;4;5;5;5;5;5;5;5;5;3;4;5;4;202;23;;;;;5;5;5;5;5;5;0;;;5;2;;;2;;;;;5;5;5;3;1;AIRTRAIN MALFUNCTION AND LONG LINES THROUGH SECURITY;32;23;;10;3;RICHMOND;RICHMOND CITY;VA;23220;US;12;0;2;1;1;2;2;2;1;1,0611394
3053;2022;209;20;1;11;A;1;3;1;2;PHILIPPINE AIRLINES;MANILA;105;25;35;8;2;9:30 PM;00:35:00;185;3;;;1;;;2;1;1;2;2;1;1;2;6;6;5;5;5;5;4;4;6;3;4;6;6;6;5;0;;;;;;5;6;6;6;5;5;0;;;4;0;;;1;5;0;;;2;5;5;5;1;DIDN'T REALLY KNOW ABOUT TSA PRE CHECK. WE WERE IN A LONG LINE. GOOD THING A LADY APPROACH US.;32;;;10;1;HERCULES;CONTRA COSTA COUNTY;CA;94547;US;2;2;3;2;1;3;3;3;1;0,6704842
2270;844;527;16;4;94;G;3;3;1;2;WOW;REYKJAVIK;162;33;54;6;1;3:30 PM;18:55:00;205;3;;;6;;;;1;1;2;2;3;1;4;5;4;3;5;5;5;5;5;3;5;5;5;5;5;BLANK;0;;;;;;5;5;5;4;5;4;0;;;5;0;;;2;;;;;9;5;5;1;1;SECURITY TOO SLOW;32;;;10;1;GRATON;SONOMA COUNTY;CA;95444;US;9;2;6;2;2;1;2;2;1;0,6088813
3177;707;615;24;5;40;C;2;2;1;2;DELTA;LOS ANGELES;2848;16;34;1;4;2:00 PM;16:00:00;120;1;;;9;;;;1;0;1;1;1;1;2;3;3;3;4;4;4;3;3;3;2;6;2;6;2;3;107;;;;;;3;4;3;2;3;3;8;;;4;11;;;2;;;;;5;3;5;5;1;VERY DIRTY SITTING AREA.;33;;;10;3;ENSENADA;;;;MEXICO;13;2;4;2;1;2;0;1;1;1,1789461
1778;2762;66;5;7;88;F;1;1;1;2;UNITED;RALEIGH-DURHAM;1445;30;53;2;2;6:30 AM;09:30:00;180;3;;;7;;;;1;2;1;2;6;1;4;4;4;4;4;4;4;4;4;4;4;4;4;6;4;4;205;;;;;;4;4;4;4;4;4;0;;;4;0;;;1;4;3;;;18;5;5;3;1;ALWAYS TAGGING SCOOTER - NO ONE SEEMS SURE OF WHAT TO DO.;43;;;10;3;RALEIGH;WAKE COUNTY;NC;27615;US;12;2;7;2;0;2;2;2;1;1,4869248
2157;732;532;16;4;22;B;3;2;1;2;FRONTIER;DENVER;668;19;14;1;4;3:00 PM;17:33:00;153;3;;;2;;;;1;1;0;2;2;1;2;4;2;4;4;4;4;1;1;5;5;5;5;6;6;5;9;;;;;;5;5;5;5;5;5;0;;;5;1;;;2;;;;;7;5;5;5;1;PAID LUGGAGE DIDN'T KNOW!;43;;;10;1;SAN JOSE;SANTA CLARA COUNTY;CA;95136;US;7;2;2;2;3;2;1;2;1;0,2080380
2784;1258;96;10;5;43;C;2;1;1;2;DELTA;ATLANTA;2049;16;2;2;4;9:00 AM;11:30:00;150;2;3;;3;;;;1;2;2;1;3;1;3;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;10;;;;;;5;5;5;5;5;5;0;;;5;0;;;1;5;0;;;11;5;5;5;1;UNITED BAGGAGE CLAIM WAS NOT REALLY HELPFUL WHEN TRYING TO FIND MY LUGGAGE.;44;;;10;3;WAHIAWA;HONOLULU COUNTY;HI;96786;US;10;2;2;1;1;2;2;2;1;1,1789461
1948;622;622;29;3;80;F;1;1;1;2;UNITED;BOSTON;768;30;8;2;3;6:30 AM;08:25:00;115;2;;;5;;;;1;1;1;1;1;1;4;3;3;3;3;3;3;6;6;3;4;2;3;6;6;3;0;;;;;;4;6;6;3;4;4;0;;;3;0;;;1;1;1;;;1;3;4;4;1;CHECKING LUGGAGE AT KIOSK WAS A PROBLEM - KIOSK BROKEN;44;;;10;1;OAKLAND;ALAMEDA COUNTY;CA;94611;US;1;2;6;2;0;2;2;1;1;1,4869248
2050;1080;109;11;6;6;A;2;3;1;2;BRITISH AIRWAYS;LONDON HEATHROW;284;11;32;6;4;1:15 PM;16:30:00;195;2;;;12;;;;1;2;2;1;3;1;4;4;5;5;3;4;4;6;6;4;3;6;6;6;6;4;0;;;;;;5;6;6;4;5;4;0;;;5;0;;;1;5;0;;;9;4;2;3;1;THERE WERN'T ENOUGH COUNTER PEOPLE AT BRIT AIR AND THE WAIT TO DROP BAGS WAS INTERMINABLE.;44;;;10;1;HEALDSBURG;SONOMA COUNTY;CA;95448;US;9;2;7;2;0;2;2;2;1;0,6704842
2650;1161;118;12;7;11;A;2;1;1;2;JETBLUE;BOSTON;334;22;8;2;3;9:40 AM;11:42:00;122;2;;;5;;;;1;2;2;2;3;1;4;5;4;4;3;4;4;3;3;3;4;6;6;6;6;4;11;102;54;;;;4;6;6;4;4;4;0;;;5;15;;;1;5;2;;;5;5;4;4;1;NOT ENOUGH PEOPLE TO CHECK IN PEOPLE AT JET BLUE GATE;44;;;10;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94121;US;5;2;6;2;3;2;2;2;1;0,6704842
2170;741;532;16;4;22;B;3;2;1;2;FRONTIER;DENVER;668;19;14;1;4;3:00 PM;17:33:00;153;6;;;2;;;;1;1;1;2;5;1;3;3;2;2;4;3;3;6;4;6;4;4;4;4;4;4;34;;;;;;3;3;2;4;4;3;0;;;4;0;;;2;;;;;6;4;4;3;1;FRONTIER BAG DROP & CUSTOMER SERVICE NOT GOOD.;44;45;;10;1;SAN CARLOS;SAN MATEO COUNTY;CA;94070;US;6;1;5;2;4;1;1;1;1;0,2080380
1715;1994;206;20;1;6;A;3;3;1;2;AIR FRANCE/KLM;PARIS-DE GAULLE;85;5;47;6;4;6:45 PM;20:30:00;105;2;;;5;;;;1;2;1;2;3;1;4;3;3;3;4;4;4;6;2;4;4;4;4;4;4;4;0;;;;;;5;5;5;5;5;5;0;;;4;0;;;1;4;0;;;5;4;4;4;1;THE ELECTRONIC KIOSK COULDN'T RECOGNIZE THE FLIGHT NUMBER OR ME AS A PASSENGER SINCE IT WAS BOOKED THROUGH DELTA;45;;;10;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94115;US;5;2;3;2;4;3;2;1;1;0,2863575
719;2472;175;17;5;9;A;2;3;1;2;AIR FRANCE/KLM;PARIS-DE GAULLE;83;5;47;6;4;12:00 PM;15:05:00;185;2;;;2;;;;1;2;2;2;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BLANK;14;;;;;;5;0;0;0;4;5;0;;;5;0;;;1;3;0;;;5;5;3;0;1;SELF-CHECK IN;45;;;10;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94103;US;5;2;0;2;4;2;2;2;1;0,2863575
2921;2167;185;18;6;97;G;3;3;1;2;TURKISH AIRLINES;ISTANBUL;80;29;27;7;4;2:20 PM;18:15:00;235;1;;;9;;;;1;0;0;0;0;1;4;3;5;3;5;5;5;5;5;6;6;6;6;6;6;5;8;5;804;;;;5;6;6;5;5;5;15;;;5;2;;;2;;;;;1;5;5;6;1;GATE CHANGED, BUT ALL GOOD!;51;;;10;3;LIHUE;KAUAI COUNTY;HI;96766;US;10;2;3;1;2;3;3;3;1;0,6704842
3103;1753;549;20;1;51;D;3;2;1;2;ALASKA;NEWARK;1182;7;43;2;4;7:50 PM;21:35:00;105;1;;;1;;;1;2;1;1;2;3;1;2;5;4;4;5;5;4;4;4;4;5;5;5;6;6;5;151;;;;;;5;5;6;4;5;5;0;;;4;3;;;2;;;;;4;5;5;5;1;GATE CHANGED A FEW TIMES UCLEAR WHICH GATE;51;;;10;1;NAPA;NAPA COUNTY;CA;94558;US;4;1;5;2;4;2;2;2;1;1,1063322
839;1599;132;13;1;54;D;1;1;1;2;ALASKA;SEATTLE;1747;7;62;1;4;7:30 AM;10:35:00;185;2;;;9;;;;1;1;0;0;1;2;1;4;3;3;4;4;2;4;4;2;4;4;4;6;3;4;11;;;;;;5;5;4;4;4;4;0;;;5;5;;;2;;;;;5;3;4;3;1;GATE CHANGED, BUT MONITORS DID NOT SHOW CORRECT INFORMATION;51;1;;10;3;ANCHORAGE;ANCHORAGE MUNICIPALITY;AK;99504;US;10;2;3;2;2;2;2;2;1;1,1063322
3007;2214;613;23;4;58;D;3;2;1;2;AMERICAN;MIAMI;556;8;37;2;4;6:00 PM;21:28:00;208;1;;;9;;;;2;2;1;1;3;1;4;5;5;3;5;5;5;5;5;5;4;6;5;6;5;5;1;;;;;;5;5;5;5;5;5;0;;;5;1;;;2;;;;;7;4;3;5;1;THE CONSTRUCTION ON BUENO AVE CONFUSES THE TRAFFIC;73;;;10;3;FORT LAUDERDALE;BROWARD COUNTY;FL;33331;US;12;2;4;1;4;1;1;0;1;1,0611394
250;2535;58;3;5;71;F;3;2;1;2;UNITED;NASHVILLE;2060;30;40;3;2;8:00 PM;22:40:00;160;2;;;1;;;1;1;1;2;2;6;1;4;5;4;5;5;4;5;4;4;3;3;4;3;4;6;4;11;;;;;;4;4;6;3;3;3;0;;;5;5;;;2;;;;;9;3;4;3;1;TRAIN;73;;;10;1;PETALUMA;SONOMA COUNTY;CA;94954;US;9;2;4;1;4;2;2;2;1;1,4869248
